,temp,hum,windspeed,atemp,cnt
4446,0.64,0.83,0.2239,0.5758,6
4447,0.62,0.88,0.1642,0.5606,15
4448,0.64,0.83,0.194,0.5758,38
4449,0.66,0.78,0.194,0.6061,71
4450,0.7,0.7,0.2537,0.6515,182
4451,0.74,0.58,0.2836,0.6818,247
4452,0.76,0.52,0.1642,0.697,264
4453,0.78,0.46,0.2985,0.697,290
4454,0.8,0.46,0.2537,0.7273,366
4455,0.82,0.41,0.2239,0.7424,416
4456,0.84,0.36,0.1343,0.7424,373
4457,0.84,0.34,0.0896,0.7273,402
4458,0.82,0.38,0.0,0.7273,416
4459,0.84,0.32,0.0,0.7273,401
4460,0.82,0.36,0.1045,0.7273,378
4461,0.76,0.55,0.1642,0.697,306
4462,0.76,0.58,0.2239,0.7121,314
4463,0.74,0.58,0.1642,0.6818,238
4464,0.72,0.62,0.1642,0.6818,214
4465,0.72,0.58,0.194,0.6667,140
4466,0.7,0.61,0.1642,0.6515,154
4467,0.7,0.61,0.1343,0.6515,113
4468,0.68,0.69,0.0896,0.6364,96
4469,0.66,0.74,0.0896,0.6212,25
4470,0.66,0.69,0.0896,0.6212,5
4471,0.66,0.74,0.0,0.6212,17
4472,0.64,0.78,0.0896,0.5909,25
4473,0.7,0.7,0.0896,0.6515,65
4474,0.72,0.66,0.0,0.6818,92
4475,0.74,0.66,0.0896,0.697,169
4476,0.76,0.55,0.1343,0.697,268
4477,0.78,0.55,0.194,0.7273,287
4478,0.82,0.46,0.2836,0.7576,377
4479,0.8,0.46,0.2985,0.7273,367
4480,0.82,0.41,0.3284,0.7424,349
4481,0.84,0.39,0.2836,0.7424,361
4482,0.84,0.41,0.2836,0.7576,372
4483,0.84,0.36,0.2239,0.7424,363
4484,0.82,0.43,0.2836,0.7424,363
4485,0.8,0.49,0.3284,0.7424,303
4486,0.76,0.55,0.194,0.697,268
4487,0.74,0.62,0.2537,0.6818,227
4488,0.74,0.66,0.2239,0.697,143
4489,0.72,0.66,0.2537,0.6818,72
4490,0.7,0.65,0.194,0.6515,35
4491,0.7,0.61,0.2836,0.6515,10
4492,0.7,0.61,0.2239,0.6515,12
4493,0.68,0.65,0.1642,0.6364,10
4494,0.66,0.74,0.2239,0.6212,4
4495,0.66,0.74,0.1343,0.6212,26
4496,0.68,0.74,0.194,0.6364,121
4497,0.7,0.74,0.2537,0.6667,317
4498,0.74,0.66,0.2836,0.697,420
4499,0.78,0.59,0.2985,0.7424,208
4500,0.8,0.55,0.3582,0.7576,117
4501,0.82,0.56,0.2985,0.7879,128
4502,0.84,0.53,0.2836,0.803,148
4503,0.86,0.5,0.2537,0.8182,141
4504,0.86,0.53,0.2836,0.8333,134
4505,0.86,0.56,0.4179,0.8485,146
4506,0.86,0.56,0.3881,0.8485,239
4507,0.86,0.56,0.4179,0.8485,514
4508,0.86,0.53,0.3881,0.8333,472
4509,0.84,0.59,0.3284,0.8333,373
4510,0.72,0.74,0.4179,0.697,236
4511,0.7,0.79,0.4179,0.6667,130
4512,0.72,0.74,0.1343,0.697,90
4513,0.7,0.79,0.1343,0.6667,55
4514,0.7,0.79,0.1343,0.6667,22
4515,0.7,0.79,0.0896,0.6667,14
4516,0.7,0.79,0.1045,0.6667,9
4517,0.7,0.79,0.0,0.6667,8
4518,0.7,0.79,0.1642,0.6667,6
4519,0.7,0.79,0.0896,0.6667,25
4520,0.74,0.58,0.2239,0.6818,115
4521,0.76,0.55,0.194,0.697,330
4522,0.76,0.58,0.2239,0.7121,417
4523,0.78,0.55,0.4925,0.7273,176
4524,0.82,0.52,0.1642,0.7727,123
4525,0.82,0.52,0.1642,0.7727,125
4526,0.86,0.44,0.2985,0.7879,163
4527,0.86,0.47,0.2239,0.803,136
4528,0.9,0.42,0.2985,0.8485,124
4529,0.9,0.42,0.3582,0.8485,148
4530,0.86,0.44,0.2836,0.7879,202
4531,0.88,0.44,0.2836,0.8182,428
4532,0.86,0.47,0.2985,0.803,511
4533,0.84,0.44,0.2836,0.7576,337
4534,0.82,0.43,0.194,0.7424,308
4535,0.82,0.43,0.1045,0.7424,258
4536,0.8,0.46,0.1343,0.7273,194
4537,0.78,0.52,0.0,0.7121,79
4538,0.76,0.62,0.0,0.7121,46
4539,0.76,0.55,0.0,0.697,12
4540,0.76,0.55,0.0,0.697,5
4541,0.74,0.58,0.194,0.6818,4
4542,0.74,0.58,0.2537,0.6818,5
4543,0.74,0.58,0.194,0.6818,26
4544,0.74,0.58,0.1642,0.6818,121
4545,0.76,0.55,0.2537,0.697,313
4546,0.8,0.49,0.2537,0.7424,449
4547,0.82,0.41,0.194,0.7424,186
4548,0.82,0.46,0.194,0.7576,113
4549,0.84,0.39,0.1642,0.7424,165
4550,0.84,0.41,0.2836,0.7576,174
4551,0.82,0.46,0.1343,0.7576,158
4552,0.82,0.46,0.1343,0.7576,116
4553,0.64,0.94,0.1343,0.5606,46
4554,0.66,0.89,0.0,0.5909,141
4555,0.7,0.79,0.0,0.6667,488
4556,0.72,0.79,0.1343,0.697,463
4557,0.7,0.79,0.1045,0.6667,419
4558,0.7,0.84,0.1642,0.6667,342
4559,0.7,0.79,0.1045,0.6667,250
4560,0.68,0.83,0.194,0.6364,184
4561,0.66,0.83,0.2537,0.6061,116
4562,0.66,0.69,0.2985,0.6212,46
4563,0.66,0.61,0.2537,0.6212,25
4564,0.64,0.57,0.2985,0.6212,10
4565,0.62,0.57,0.2985,0.6212,6
4566,0.62,0.53,0.2537,0.6212,6
4567,0.6,0.56,0.2239,0.6212,28
4568,0.6,0.6,0.2239,0.6061,130
4569,0.62,0.53,0.2537,0.6212,334
4570,0.64,0.5,0.3582,0.6212,486
4571,0.68,0.47,0.2836,0.6364,224
4572,0.7,0.42,0.2537,0.6364,127
4573,0.72,0.37,0.2239,0.6515,148
4574,0.74,0.35,0.2537,0.6515,223
4575,0.76,0.33,0.3284,0.6667,177
4576,0.74,0.35,0.2836,0.6515,178
4577,0.76,0.33,0.2985,0.6667,180
4578,0.76,0.33,0.1343,0.6667,274
4579,0.74,0.37,0.1343,0.6515,595
4580,0.72,0.42,0.194,0.6515,578
4581,0.72,0.39,0.2239,0.6515,400
4582,0.7,0.42,0.2239,0.6364,348
4583,0.66,0.5,0.1343,0.6212,261
4584,0.64,0.57,0.0896,0.6212,176
4585,0.64,0.65,0.2537,0.6061,124
4586,0.62,0.73,0.2239,0.5909,80
4587,0.62,0.73,0.194,0.5909,20
4588,0.6,0.78,0.1642,0.5758,38
4589,0.6,0.73,0.194,0.5909,7
4590,0.6,0.73,0.1642,0.5909,10
4591,0.6,0.73,0.1343,0.5909,23
4592,0.6,0.73,0.1045,0.5909,120
4593,0.64,0.65,0.1045,0.6061,274
4594,0.64,0.65,0.2537,0.6061,564
4595,0.68,0.54,0.194,0.6364,207
4596,0.66,0.61,0.1642,0.6212,166
4597,0.7,0.54,0.1343,0.6515,210
4598,0.7,0.48,0.194,0.6515,238
4599,0.7,0.54,0.194,0.6515,247
4600,0.7,0.51,0.194,0.6515,265
4601,0.72,0.45,0.1642,0.6515,237
4602,0.72,0.51,0.194,0.6667,361
4603,0.74,0.42,0.2537,0.6667,587
4604,0.72,0.45,0.2239,0.6515,496
4605,0.7,0.45,0.2239,0.6364,394
4606,0.7,0.51,0.2239,0.6515,343
4607,0.66,0.54,0.1045,0.6212,261
4608,0.66,0.57,0.2239,0.6212,223
4609,0.64,0.61,0.1642,0.6212,167
4610,0.62,0.65,0.194,0.6061,110
4611,0.6,0.69,0.1045,0.5909,75
4612,0.6,0.73,0.1343,0.5909,58
4613,0.6,0.78,0.1343,0.5758,26
4614,0.6,0.73,0.0896,0.5909,16
4615,0.58,0.78,0.0896,0.5455,10
4616,0.6,0.78,0.1642,0.5758,37
4617,0.62,0.73,0.1343,0.5909,52
4618,0.66,0.65,0.1642,0.6212,127
4619,0.7,0.54,0.2239,0.6515,222
4620,0.72,0.54,0.194,0.6667,322
4621,0.74,0.48,0.2239,0.6667,396
4622,0.76,0.43,0.2836,0.6818,463
4623,0.76,0.45,0.2985,0.6818,497
4624,0.74,0.45,0.2985,0.6667,433
4625,0.76,0.45,0.3284,0.6818,428
4626,0.76,0.45,0.2836,0.6818,425
4627,0.76,0.45,0.2239,0.6818,475
4628,0.76,0.45,0.2836,0.6818,428
4629,0.74,0.48,0.194,0.6818,406
4630,0.72,0.51,0.2239,0.6667,296
4631,0.7,0.58,0.2239,0.6515,252
4632,0.7,0.65,0.2836,0.6515,201
4633,0.68,0.61,0.2239,0.6364,168
4634,0.66,0.65,0.2239,0.6212,125
4635,0.64,0.69,0.194,0.6061,102
4636,0.64,0.69,0.2239,0.6061,94
4637,0.64,0.69,0.2239,0.6061,47
4638,0.62,0.73,0.1642,0.5909,10
4639,0.64,0.69,0.2239,0.6061,12
4640,0.62,0.73,0.1642,0.5909,21
4641,0.64,0.73,0.1642,0.6061,50
4642,0.68,0.65,0.2239,0.6364,118
4643,0.72,0.58,0.2239,0.6667,184
4644,0.74,0.6,0.2239,0.6818,304
4645,0.76,0.55,0.2836,0.697,391
4646,0.76,0.55,0.2836,0.697,420
4647,0.8,0.49,0.2985,0.7424,472
4648,0.8,0.49,0.3582,0.7424,430
4649,0.82,0.43,0.2985,0.7424,324
4650,0.8,0.46,0.2985,0.7273,317
4651,0.8,0.49,0.3881,0.7424,369
4652,0.8,0.46,0.2985,0.7273,390
4653,0.76,0.55,0.2836,0.697,379
4654,0.76,0.58,0.2537,0.7121,262
4655,0.74,0.62,0.2239,0.6818,207
4656,0.72,0.66,0.2239,0.6818,181
4657,0.7,0.74,0.1343,0.6667,93
4658,0.7,0.74,0.1343,0.6667,51
4659,0.7,0.74,0.2239,0.6667,25
4660,0.66,0.83,0.2239,0.6061,10
4661,0.66,0.78,0.194,0.6061,7
4662,0.64,0.78,0.1642,0.5909,4
4663,0.64,0.78,0.1045,0.5909,17
4664,0.64,0.83,0.1045,0.5758,105
4665,0.68,0.74,0.2239,0.6364,277
4666,0.7,0.7,0.194,0.6515,347
4667,0.74,0.67,0.2239,0.697,203
4668,0.76,0.62,0.194,0.7121,130
4669,0.8,0.55,0.0896,0.7576,141
4670,0.8,0.59,0.194,0.7727,165
4671,0.82,0.56,0.2537,0.7879,152
4672,0.82,0.56,0.3284,0.7879,138
4673,0.84,0.53,0.3284,0.803,164
4674,0.84,0.53,0.2836,0.803,265
4675,0.84,0.49,0.3284,0.7879,545
4676,0.82,0.49,0.3582,0.7727,558
4677,0.8,0.55,0.2239,0.7576,398
4678,0.78,0.59,0.2239,0.7424,323
4679,0.74,0.66,0.194,0.697,202
4680,0.76,0.66,0.2239,0.7273,140
4681,0.74,0.66,0.1642,0.697,91
4682,0.74,0.66,0.1045,0.697,51
4683,0.74,0.66,0.1343,0.697,13
4684,0.72,0.7,0.1642,0.6818,13
4685,0.72,0.7,0.1642,0.6818,3
4686,0.72,0.7,0.1343,0.6818,5
4687,0.7,0.74,0.1045,0.6667,19
4688,0.72,0.74,0.1045,0.697,134
4689,0.74,0.7,0.1642,0.697,315
4690,0.76,0.7,0.1642,0.7273,412
4691,0.8,0.63,0.1343,0.7879,199
4692,0.82,0.56,0.1642,0.7879,141
4693,0.82,0.59,0.0,0.803,127
4694,0.84,0.56,0.0896,0.8182,153
4695,0.86,0.53,0.1045,0.8333,172
4696,0.86,0.5,0.194,0.8182,152
4697,0.88,0.44,0.194,0.8182,158
4698,0.9,0.42,0.2985,0.8485,277
4699,0.8,0.66,0.0,0.803,513
4700,0.8,0.66,0.1343,0.803,530
4701,0.76,0.75,0.194,0.7424,388
4702,0.74,0.74,0.0896,0.7273,277
4703,0.74,0.74,0.1343,0.7121,241
4704,0.74,0.74,0.0,0.7121,156
4705,0.72,0.79,0.1642,0.697,92
4706,0.7,0.84,0.1045,0.6667,40
4707,0.7,0.84,0.0,0.6667,11
4708,0.7,0.84,0.0,0.6667,9
4709,0.7,0.84,0.1045,0.6667,6
4710,0.68,0.83,0.0,0.6364,4
4711,0.68,0.83,0.1045,0.6364,23
4712,0.68,0.89,0.1045,0.6364,116
4713,0.7,0.84,0.1045,0.6667,303
4714,0.74,0.74,0.0,0.7121,438
4715,0.74,0.7,0.0896,0.697,209
4716,0.76,0.7,0.0,0.7273,110
4717,0.8,0.63,0.0896,0.7879,142
4718,0.82,0.59,0.0,0.803,149
4719,0.84,0.56,0.194,0.8182,120
4720,0.86,0.53,0.2239,0.8333,127
4721,0.86,0.5,0.1642,0.8182,138
4722,0.84,0.56,0.0,0.8182,234
4723,0.84,0.59,0.194,0.8333,455
4724,0.84,0.59,0.2239,0.8333,497
4725,0.82,0.67,0.1642,0.8485,382
4726,0.8,0.75,0.2239,0.8333,309
4727,0.8,0.66,0.1642,0.803,242
4728,0.78,0.7,0.2239,0.7727,169
4729,0.76,0.75,0.2537,0.7424,99
4730,0.76,0.75,0.194,0.7424,42
4731,0.74,0.84,0.2239,0.7273,21
4732,0.74,0.84,0.2239,0.7273,6
4733,0.74,0.79,0.1343,0.7121,6
4734,0.72,0.84,0.1045,0.7121,4
4735,0.72,0.84,0.1045,0.7121,18
4736,0.72,0.84,0.1045,0.7121,117
4737,0.74,0.84,0.1343,0.7273,274
4738,0.76,0.79,0.1642,0.7576,381
4739,0.8,0.75,0.2537,0.8182,200
4740,0.82,0.71,0.2239,0.8636,78
4741,0.86,0.63,0.2985,0.8939,106
4742,0.88,0.56,0.3284,0.8939,135
4743,0.88,0.56,0.2985,0.8939,102
4744,0.9,0.5,0.3582,0.8939,147
4745,0.9,0.53,0.2537,0.9242,133
4746,0.92,0.48,0.2836,0.9242,210
4747,0.92,0.45,0.2985,0.9091,414
4748,0.9,0.5,0.2836,0.8939,382
4749,0.86,0.67,0.2836,0.9242,284
4750,0.84,0.71,0.2239,0.8939,237
4751,0.82,0.75,0.2239,0.8939,225
4752,0.82,0.71,0.1642,0.8636,149
4753,0.8,0.71,0.1642,0.8182,113
4754,0.82,0.63,0.1343,0.8333,60
4755,0.8,0.63,0.0,0.7879,24
4756,0.78,0.79,0.1343,0.803,14
4757,0.78,0.75,0.1045,0.7879,7
4758,0.76,0.75,0.1045,0.7424,13
4759,0.74,0.79,0.1045,0.7121,19
4760,0.76,0.75,0.0896,0.7424,96
4761,0.8,0.66,0.1045,0.803,252
4762,0.84,0.63,0.1642,0.8485,322
4763,0.86,0.63,0.0896,0.8939,208
4764,0.9,0.53,0.0896,0.9242,115
4765,0.9,0.5,0.1045,0.8939,109
4766,0.94,0.48,0.1642,0.9545,115
4767,0.94,0.51,0.1642,0.9848,123
4768,0.96,0.48,0.2985,1.0,101
4769,0.94,0.51,0.2985,0.9848,133
4770,0.9,0.39,0.2985,0.8333,182
4771,0.88,0.47,0.1045,0.8485,306
4772,0.9,0.37,0.1642,0.8182,284
4773,0.86,0.41,0.1045,0.7879,250
4774,0.84,0.56,0.0,0.8182,212
4775,0.82,0.59,0.0896,0.803,190
4776,0.84,0.49,0.0896,0.7879,149
4777,0.8,0.63,0.194,0.7879,103
4778,0.82,0.56,0.0,0.7879,101
4779,0.82,0.52,0.1045,0.7727,70
4780,0.82,0.52,0.0,0.7727,61
4781,0.78,0.66,0.0896,0.7576,22
4782,0.76,0.66,0.1045,0.7273,9
4783,0.76,0.62,0.1343,0.7121,7
4784,0.8,0.52,0.1343,0.7424,25
4785,0.8,0.52,0.1045,0.7424,45
4786,0.84,0.49,0.2537,0.7879,109
4787,0.84,0.49,0.1642,0.7879,132
4788,0.86,0.41,0.2239,0.7879,198
4789,0.9,0.37,0.194,0.8182,216
4790,0.92,0.37,0.1045,0.8636,235
4791,0.94,0.38,0.1642,0.8788,245
4792,0.92,0.42,0.0,0.8939,236
4793,0.94,0.38,0.0,0.8788,215
4794,0.94,0.38,0.1343,0.8788,221
4795,0.94,0.38,0.1343,0.8788,197
4796,0.92,0.4,0.2239,0.8788,196
4797,0.82,0.59,0.1343,0.803,217
4798,0.82,0.59,0.2239,0.803,145
4799,0.82,0.59,0.2239,0.803,154
4800,0.8,0.59,0.194,0.7727,125
4801,0.8,0.59,0.1045,0.7727,104
4802,0.8,0.59,0.1045,0.7727,119
4803,0.78,0.66,0.1045,0.7576,96
4804,0.8,0.63,0.0896,0.7879,60
4805,0.8,0.63,0.0896,0.7879,37
4806,0.78,0.66,0.1045,0.7576,6
4807,0.78,0.66,0.0896,0.7576,8
4808,0.8,0.63,0.0896,0.7879,22
4809,0.8,0.59,0.1343,0.7727,35
4810,0.82,0.56,0.2836,0.7879,104
4811,0.82,0.56,0.3881,0.7879,154
4812,0.86,0.5,0.3284,0.8182,226
4813,0.84,0.53,0.2537,0.803,243
4814,0.9,0.45,0.1642,0.8636,246
4815,0.86,0.47,0.2239,0.803,252
4816,0.86,0.5,0.2836,0.8182,283
4817,0.9,0.42,0.2537,0.8485,238
4818,0.9,0.42,0.2537,0.8485,249
4819,0.9,0.39,0.1045,0.8333,249
4820,0.88,0.42,0.1642,0.8182,243
4821,0.86,0.47,0.1642,0.803,240
4822,0.84,0.49,0.1642,0.7879,195
4823,0.8,0.63,0.1343,0.7879,153
4824,0.78,0.66,0.0,0.7576,98
4825,0.76,0.7,0.0896,0.7273,50
4826,0.76,0.7,0.0,0.7273,34
4827,0.76,0.75,0.0896,0.7424,12
4828,0.74,0.79,0.0896,0.7121,6
4829,0.74,0.79,0.0,0.7121,4
4830,0.72,0.84,0.0896,0.7121,6
4831,0.72,0.84,0.0896,0.7121,24
4832,0.72,0.84,0.0896,0.7121,107
4833,0.74,0.79,0.0,0.7121,277
4834,0.76,0.75,0.0,0.7424,387
4835,0.8,0.66,0.0,0.803,135
4836,0.82,0.59,0.0,0.803,84
4837,0.84,0.59,0.194,0.8333,107
4838,0.84,0.59,0.194,0.8333,67
4839,0.74,0.74,0.1343,0.7121,78
4840,0.72,0.79,0.194,0.697,90
4841,0.7,0.84,0.3881,0.6667,112
4842,0.7,0.84,0.2239,0.6667,198
4843,0.72,0.74,0.0,0.697,485
4844,0.74,0.74,0.0896,0.7121,533
4845,0.74,0.7,0.0896,0.697,386
4846,0.72,0.74,0.1343,0.697,302
4847,0.7,0.84,0.0,0.6667,194
4848,0.7,0.84,0.0,0.6667,125
4849,0.7,0.84,0.0896,0.6667,87
4850,0.7,0.79,0.1045,0.6667,28
4851,0.7,0.79,0.1045,0.6667,12
4852,0.68,0.89,0.1045,0.6364,7
4853,0.68,0.89,0.1343,0.6364,4
4854,0.68,0.88,0.1642,0.6364,6
4855,0.66,0.89,0.0896,0.5909,27
4856,0.68,0.83,0.2239,0.6364,110
4857,0.72,0.66,0.2836,0.6818,318
4858,0.74,0.55,0.194,0.6818,424
4859,0.76,0.4,0.2239,0.6818,187
4860,0.8,0.31,0.2239,0.697,138
4861,0.82,0.3,0.0,0.7121,151
4862,0.84,0.28,0.0,0.7273,147
4863,0.84,0.32,0.2985,0.7273,182
4864,0.86,0.3,0.2836,0.7424,147
4865,0.88,0.28,0.3284,0.7576,163
4866,0.86,0.36,0.2836,0.7576,254
4867,0.86,0.36,0.3582,0.7576,537
4868,0.84,0.39,0.3881,0.7424,546
4869,0.82,0.43,0.2985,0.7424,398
4870,0.8,0.46,0.2537,0.7273,290
4871,0.78,0.49,0.2239,0.7121,267
4872,0.76,0.55,0.1343,0.697,158
4873,0.76,0.58,0.1045,0.7121,89
4874,0.78,0.52,0.1642,0.7121,45
4875,0.78,0.49,0.194,0.7121,10
4876,0.76,0.52,0.2985,0.697,6
4877,0.72,0.58,0.1642,0.6667,4
4878,0.72,0.51,0.194,0.6667,4
4879,0.7,0.54,0.2836,0.6515,18
4880,0.7,0.54,0.2239,0.6515,123
4881,0.72,0.48,0.2537,0.6667,347
4882,0.74,0.42,0.2537,0.6667,433
4883,0.76,0.35,0.2537,0.6667,216
4884,0.78,0.33,0.0,0.6818,114
4885,0.8,0.31,0.0,0.697,136
4886,0.82,0.3,0.2836,0.7121,169
4887,0.84,0.3,0.3582,0.7273,180
4888,0.84,0.28,0.2239,0.7273,127
4889,0.86,0.26,0.2537,0.7424,140
4890,0.86,0.25,0.1642,0.7273,268
4891,0.84,0.26,0.2239,0.7121,572
4892,0.82,0.28,0.1045,0.7121,541
4893,0.8,0.29,0.0896,0.697,375
4894,0.76,0.45,0.2239,0.6818,294
4895,0.74,0.48,0.1045,0.6667,245
4896,0.72,0.48,0.0,0.6667,180
4897,0.74,0.45,0.0896,0.6667,109
4898,0.7,0.51,0.1343,0.6515,45
4899,0.72,0.51,0.0,0.6667,29
4900,0.72,0.54,0.1045,0.6667,7
4901,0.72,0.54,0.0,0.6667,5
4902,0.7,0.61,0.1045,0.6515,6
4903,0.7,0.65,0.1045,0.6515,27
4904,0.7,0.7,0.0896,0.6515,116
4905,0.72,0.7,0.1642,0.6818,305
4906,0.74,0.66,0.1642,0.697,456
4907,0.78,0.59,0.194,0.7424,210
4908,0.8,0.55,0.2836,0.7576,116
4909,0.84,0.56,0.2836,0.8182,154
4910,0.84,0.53,0.2537,0.803,186
4911,0.86,0.47,0.2537,0.803,152
4912,0.84,0.49,0.2537,0.7879,138
4913,0.86,0.5,0.194,0.8182,146
4914,0.86,0.47,0.1642,0.803,256
4915,0.84,0.53,0.194,0.803,468
4916,0.84,0.56,0.2239,0.8182,483
4917,0.82,0.59,0.194,0.803,322
4918,0.8,0.63,0.194,0.7879,270
4919,0.78,0.66,0.2836,0.7576,196
4920,0.76,0.7,0.2537,0.7273,174
4921,0.76,0.75,0.194,0.7424,123
4922,0.74,0.79,0.1642,0.7121,57
4923,0.74,0.79,0.1343,0.7121,34
4924,0.74,0.79,0.0,0.7121,13
4925,0.74,0.79,0.0,0.7121,11
4926,0.72,0.84,0.1343,0.7121,6
4927,0.72,0.84,0.0,0.7121,27
4928,0.72,0.84,0.0,0.7121,90
4929,0.74,0.79,0.0896,0.7121,254
4930,0.76,0.77,0.0,0.7727,384
4931,0.86,0.47,0.2537,0.803,179
4932,0.9,0.42,0.2836,0.8485,106
4933,0.92,0.4,0.2985,0.8788,161
4934,0.96,0.31,0.2836,0.8636,135
4935,0.94,0.31,0.0,0.8333,156
4936,0.96,0.3,0.2239,0.8636,148
4937,0.96,0.3,0.2537,0.8636,169
4938,0.96,0.3,0.3881,0.8636,233
4939,0.96,0.3,0.2985,0.8636,421
4940,0.92,0.37,0.3284,0.8636,362
4941,0.9,0.42,0.2239,0.8485,241
4942,0.86,0.41,0.3284,0.7879,206
4943,0.82,0.46,0.1642,0.7576,163
4944,0.8,0.49,0.2239,0.7424,174
4945,0.78,0.52,0.1045,0.7121,116
4946,0.76,0.55,0.194,0.697,133
4947,0.76,0.55,0.0896,0.697,90
4948,0.76,0.55,0.1045,0.697,42
4949,0.74,0.62,0.1642,0.6818,43
4950,0.72,0.66,0.1642,0.6818,10
4951,0.72,0.7,0.2836,0.6818,13
4952,0.72,0.7,0.2985,0.6818,24
4953,0.76,0.66,0.194,0.7273,42
4954,0.78,0.59,0.2239,0.7424,114
4955,0.82,0.46,0.2985,0.7576,174
4956,0.82,0.41,0.2985,0.7424,261
4957,0.84,0.36,0.194,0.7424,317
4958,0.84,0.32,0.1642,0.7273,341
4959,0.88,0.29,0.0,0.7576,308
4960,0.9,0.29,0.0,0.7879,305
4961,0.9,0.31,0.1343,0.803,302
4962,0.9,0.27,0.2239,0.7879,302
4963,0.9,0.29,0.1045,0.7879,302
4964,0.88,0.28,0.194,0.7576,299
4965,0.74,0.33,0.2239,0.6515,256
4966,0.82,0.43,0.1343,0.7424,206
4967,0.8,0.49,0.1642,0.7424,205
4968,0.78,0.52,0.1045,0.7121,209
4969,0.76,0.55,0.0896,0.697,177
4970,0.76,0.55,0.0896,0.697,113
4971,0.74,0.62,0.0896,0.6818,79
4972,0.74,0.66,0.0896,0.697,67
4973,0.74,0.66,0.0,0.697,50
4974,0.72,0.7,0.0,0.6818,13
4975,0.72,0.69,0.0,0.6818,8
4976,0.74,0.7,0.0,0.697,13
4977,0.74,0.58,0.1343,0.6818,45
4978,0.76,0.55,0.2239,0.697,142
4979,0.8,0.49,0.0,0.7424,183
4980,0.84,0.36,0.1642,0.7424,254
4981,0.86,0.28,0.1642,0.7424,275
4982,0.9,0.25,0.194,0.7727,338
4983,0.9,0.24,0.1343,0.7727,294
4984,0.9,0.24,0.1642,0.7727,326
4985,0.92,0.18,0.2985,0.7727,293
4986,0.92,0.17,0.2836,0.7727,306
4987,0.92,0.16,0.1642,0.7727,320
4988,0.86,0.41,0.2836,0.7879,304
4989,0.8,0.55,0.3284,0.7576,274
4990,0.8,0.55,0.3284,0.7576,275
4991,0.78,0.59,0.2985,0.7424,164
4992,0.74,0.7,0.2985,0.697,96
4993,0.74,0.66,0.2239,0.697,70
4994,0.72,0.7,0.2239,0.6818,29
4995,0.72,0.74,0.194,0.697,17
4996,0.7,0.74,0.1045,0.6667,11
4997,0.7,0.79,0.1642,0.6667,4
4998,0.66,0.83,0.1343,0.6061,4
4999,0.66,0.83,0.1045,0.6061,26
5000,0.66,0.83,0.0896,0.6061,100
5001,0.74,0.62,0.0,0.6818,282
5002,0.8,0.43,0.194,0.7273,382
5003,0.82,0.41,0.0,0.7424,166
5004,0.86,0.36,0.1642,0.7576,97
5005,0.88,0.32,0.1642,0.7727,119
5006,0.9,0.33,0.2537,0.803,168
5007,0.9,0.31,0.2985,0.803,150
5008,0.92,0.29,0.194,0.8182,123
5009,0.9,0.27,0.0,0.7879,129
5010,0.9,0.27,0.0,0.7879,231
5011,0.76,0.45,0.2985,0.6818,514
5012,0.78,0.43,0.194,0.697,543
5013,0.74,0.51,0.2239,0.6667,413
5014,0.72,0.62,0.2239,0.6818,305
5015,0.7,0.7,0.2537,0.6515,220
5016,0.7,0.7,0.0896,0.6515,137
5017,0.68,0.74,0.194,0.6364,96
5018,0.66,0.74,0.0,0.6212,29
5019,0.66,0.74,0.1045,0.6212,12
5020,0.68,0.69,0.0,0.6364,8
5021,0.66,0.74,0.194,0.6212,5
5022,0.66,0.74,0.1045,0.6212,10
5023,0.66,0.74,0.1343,0.6212,21
5024,0.68,0.69,0.1045,0.6364,117
5025,0.72,0.61,0.2836,0.6667,335
5026,0.74,0.58,0.2836,0.6818,435
5027,0.78,0.46,0.2985,0.697,213
5028,0.82,0.36,0.2985,0.7273,140
5029,0.84,0.32,0.4179,0.7273,128
5030,0.86,0.3,0.2836,0.7424,157
5031,0.86,0.3,0.2239,0.7424,203
5032,0.9,0.25,0.2836,0.7727,159
5033,0.9,0.25,0.2836,0.7727,168
5034,0.9,0.25,0.2836,0.7727,274
5035,0.9,0.27,0.1343,0.7879,556
5036,0.86,0.34,0.194,0.7576,556
5037,0.86,0.36,0.2239,0.7576,454
5038,0.82,0.46,0.2537,0.7576,288
5039,0.8,0.52,0.2239,0.7424,254
5040,0.78,0.59,0.1642,0.7424,191
5041,0.8,0.49,0.1642,0.7424,132
5042,0.8,0.49,0.1642,0.7424,43
5043,0.78,0.52,0.1642,0.7121,16
5044,0.78,0.49,0.1642,0.7121,11
5045,0.76,0.55,0.0896,0.697,4
5046,0.76,0.52,0.1642,0.697,7
5047,0.76,0.55,0.0896,0.697,24
5048,0.72,0.66,0.4925,0.6818,110
5049,0.74,0.51,0.2239,0.6667,271
5050,0.74,0.51,0.1642,0.6667,437
5051,0.74,0.55,0.194,0.6818,195
5052,0.74,0.58,0.0896,0.6818,68
5053,0.74,0.58,0.1045,0.6818,122
5054,0.76,0.55,0.1343,0.697,161
5055,0.76,0.58,0.2239,0.7121,144
5056,0.76,0.58,0.2239,0.7121,147
5057,0.7,0.79,0.1343,0.6667,118
5058,0.68,0.79,0.0,0.6364,150
5059,0.7,0.79,0.0,0.6667,425
5060,0.7,0.84,0.0,0.6667,492
5061,0.7,0.84,0.0,0.6667,321
5062,0.7,0.84,0.1045,0.6667,87
